4462;Mobile Breitbandnetze GmbH;Freisbach;2017-12-31T10:16:34.076410;12.783501431739712;27.2;46130485.32964933;9156777.96850682
10291;TWL-KOM;Ludwigshafen;2017-12-31T11:15:02.881525;17.82713752334307;33.025;43312320.77117513;8630675.85272765
10291;TWL-KOM;Ludwigshafen;2017-12-31T12:15:03.372118;17.82713752334307;49.023;38692249.53043332;9144311.508606752
4193;PfalzKom;Ludwigshafen;2017-12-31T13:15:03.055456;17.82713752334307;25.762;44861908.57095222;8999208.13234983
4193;PfalzKom;Ludwigshafen;2017-12-31T14:15:03.401732;17.82713752334307;27.886;45878756.54984849;9296615.886261825
10291;TWL-KOM;Ludwigshafen;2017-12-31T15:15:09.551533;17.82713752334307;32.682;43705409.82943656;9154183.277996927
4462;Mobile Breitbandnetze GmbH;Freisbach;2017-12-31T16:15:03.361081;12.783501431739712;31.551;45494372.63022205;8808781.357441306
4193;PfalzKom;Ludwigshafen;2017-12-31T17:15:03.269231;17.82713752334307;26.821;45991103.15970802;9032416.951785883
4193;PfalzKom;Ludwigshafen;2017-12-31T18:15:02.924248;17.82713752334307;25.988;45477301.43689529;9113501.165426442
10291;TWL-KOM;Ludwigshafen;2017-12-31T19:15:03.242545;17.82713752334307;32.728;46188825.7322506;9251688.061030982
9852;Neon IT Kevin Wendel;Riedstadt;2017-12-31T20:15:03.163587;58.14650225386538;32.455;45339228.37456076;9258194.861228438
4193;PfalzKom;Ludwigshafen;2017-12-31T21:15:03.187057;17.82713752334307;25.988;45828496.039867066;9165532.065755682
10291;TWL-KOM;Ludwigshafen;2017-12-31T22:15:02.907524;17.82713752334307;30.403;45093208.390232585;9277455.782648966
4462;Mobile Breitbandnetze GmbH;Freisbach;2017-12-31T23:15:03.368918;12.783501431739712;31.149;41784448.331374384;8587898.712504337
4462;Mobile Breitbandnetze GmbH;Freisbach;2018-01-01T00:15:03.727873;12.783501431739712;28.694;44904881.70014773;9231213.010140182
4462;Mobile Breitbandnetze GmbH;Freisbach;2018-01-01T01:15:02.802720;12.783501431739712;27.478;46422957.09211907;9270708.181769937
4193;PfalzKom;Ludwigshafen;2018-01-01T02:15:08.820781;17.82713752334307;32.017;46369059.427819274;8746124.720440537
4462;Mobile Breitbandnetze GmbH;Freisbach;2018-01-01T03:15:02.641574;12.783501431739712;30.827;45842674.95955202;9200115.065952603
15667;noris network AG;Nuremberg;2018-01-01T04:15:03.086992;32.26581945884201;29.503;46516080.6336242;9182162.737485288
8099;10G-Server.com;Nuremberg;2018-01-01T05:15:02.658039;29.51942142873686;31.84;46507596.97285947;9282133.54663549
8099;10G-Server.com;Nuremberg;2018-01-01T06:15:02.640426;29.51942142873686;31.477;46495535.36015577;9252780.798084518
8099;10G-Server.com;Nuremberg;2018-01-01T07:15:02.816156;29.51942142873686;32.833;46263717.53247678;9169299.065155711
15667;noris network AG;Nuremberg;2018-01-01T08:15:02.907668;32.26581945884201;31.278;46535512.118651405;9264503.636587828
8099;10G-Server.com;Nuremberg;2018-01-01T09:15:03.314273;29.51942142873686;32.483;46416109.071105994;9357183.221071426
8099;10G-Server.com;Nuremberg;2018-01-01T10:15:02.490851;29.51942142873686;31.28;46149384.81313723;9150677.73454171
15667;noris network AG;Nuremberg;2018-01-01T11:15:04.994810;32.26581945884201;32.71;46392243.56205582;8935929.831560768
8099;10G-Server.com;Nuremberg;2018-01-01T12:15:02.517558;29.51942142873686;32.409;43715206.69368601;9270383.6336935
15667;noris network AG;Nuremberg;2018-01-01T13:15:04.195904;32.26581945884201;30.184;25935685.2155974;9288913.792421512
15667;noris network AG;Nuremberg;2018-01-01T14:15:03.063510;32.26581945884201;31.469;46349218.41437053;7554901.9126790175
15667;noris network AG;Nuremberg;2018-01-01T15:15:08.428482;32.26581945884201;30.816;46632843.59875068;9176993.91023343
8099;10G-Server.com;Nuremberg;2018-01-01T16:15:03.193705;29.51942142873686;31.614;46347406.944584504;9275263.755511267
15667;noris network AG;Nuremberg;2018-01-01T17:15:08.766589;32.26581945884201;29.558;46584831.09705467;9143992.365943229
15667;noris network AG;Nuremberg;2018-01-01T18:15:03.347690;32.26581945884201;29.986;46528985.37049859;8684761.653539155
